ut	field	country	funder_id	funder	Type	country_funder
000414817100094	Energy	NO	492	Drie Wilgen Development	Private	NL
000414817100094	Energy	NO	677	Exxon Mobil	Private	Other
000414817100094	Energy	NO	667	EU	Public	Supranational
000414817100094	Energy	NO	798	GEA Westfalia Separator	Private	DK
000414817100094	Energy	NO	890	Helia Development LLC	Private	Other
000414817100094	Energy	NO	523	Dutch Ministry of Economic Affairs	Public	NL
000414817100094	Energy	NO	2040	the Dutch Ministry of Economic Affairs, Agriculture and Innovation	Public	NL
000414817100094	Energy	NO	1491	Neste Oil	Private	Other
000414817100094	Energy	NO	1525	Nijhuis Industries	Private	NL
000414817100094	Energy	NO	1667	Paques B.V.	Private	NL
000414817100094	Energy	NO	1733	Province of Gelderland	Public	NL
000414817100094	Energy	NO	1740	Proviron	Private	NL
000414817100094	Energy	NO	1805	Roquette	Private	Other
000414817100094	Energy	NO	1826	SABIC	Private	Other
000414817100094	Energy	NO	1882	Simris Alg	Private	Other
000414817100094	Energy	NO	1913	Spanish government	Public	Other
000414817100094	Energy	NO	1939	Staatsolie	Private	NL
000414817100094	Energy	NO	1965	Synthetic Genomics	Private	Other
000414817100094	Energy	NO	2117	TOTAL	Private	Other
000414817100094	Energy	NO	2171	Unilever	Private	Other
000414817100094	Energy	NO	2337	Wageningen University	University	NL
000414817100094	Energy	NO	2380	Xunta de Galicia	Public	Other
000329952500160	Energy	NO	667	EU	Public	Supranational
000343974700024	Energy	NO	894	Helmholtz Association of German	Public	Other
000343974700024	Energy	NO	1603	Norwegian Research Council	Public	NO
000414913800005	Energy	NO	1570	Norwegian Center for International Cooperation	NA	NA
000329960400031	Food science	NO	667	EU	Public	Supranational
000353740700017	Food science	NO	760	Foundation for Strategic Environmental Research (Mistra), Sweden	NA	Other
000353740700017	Food science	NO	1957	Swedish research council	Public	Other
000353740700017	Food science	NO	1880	SIDA (Sweden)	Public	Other
000343941200012	Food science	NO	1603	Norwegian Research Council	Public	NO
000391457000013	Food science	NO	1563	Norwegian Agency for Development Cooperation (NORAD)	Public	NO
000415102900001	Food science	NO	1603	Norwegian Research Council	Public	NO
000449898200006	Food science	NO	420	Danish regions	NA	DK
000449898200006	Food science	NO	1603	Norwegian Research Council	Public	NO
000397817100030	Energy	NO	1603	Norwegian Research Council	Public	NO
000263388500029	Food science	NO	1603	Norwegian Research Council	Public	NO
000304720800001	Food science	NO	1603	Norwegian Research Council	Public	NO
000367550900059	Energy	NO	3000	Norwegian Research Council - FriPro	Public	NO
000367550900059	Energy	NO	1603	Norwegian Research Council	Public	NO
000295395300016	Food science	NO	2211	University of Bergen	University	NO
000284389300003	Energy	NO	667	EU	Public	Supranational
000377721100001	Energy	NO	764	Fraunhofer	NA	Other
000280531500009	Food science	NO	1603	Norwegian Research Council	Public	NO
000349118400006	Energy	NO	1581	Norwegian forest industries	NA	NA
000349118400006	Energy	NO	1603	Norwegian Research Council	Public	NO
000320736800032	Energy	NO	1603	Norwegian Research Council	Public	NO
000320736800032	Energy	NO	1929	Statoil	Private	NO
000264450400012	Food science	NO	1603	Norwegian Research Council	Public	NO
000264450400012	Food science	NO	2116	Torstein Erboes Foundation	NA	NA
000288306900035	Food science	NO	667	EU	Public	Supranational
000288306900035	Food science	NO	940	Icelandic Center for Research (RANNIS)	Public	Other
000288306900035	Food science	NO	1386	Ministry of Fisheries in Iceland	Public	Other
000424397600016	Energy	NO	1603	Norwegian Research Council	Public	NO
000277981500002	Food science	NO	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000445719800012	Food science	NO	667	EU	Public	Supranational
000445719800012	Food science	NO	715	Finnish Ministry of Agriculture	Public	Other
000445719800012	Food science	NO	1603	Norwegian Research Council	Public	NO
000371262100022	Energy	NO	1464	National natural science foundation of China	Public	Other
000371262100022	Energy	NO	1450	National Basic Research Program of China	Public	Other
000371262100022	Energy	NO	1482	National Science Foundation (NSF), USA	Public	Other
000447168300008	Energy	NO	1603	Norwegian Research Council	Public	NO
000349428500008	Food science	NO	667	EU	Public	Supranational
000317750700009	Food science	NO	1950	Swedish government	Public	Other
000308470800017	Energy	NO	2152	U.S. Department of Energy	Public	Other
000308470800017	Energy	NO	168	BIGCCS Centre	Public	NO
000308470800017	Energy	NO	1833	Sandia	Private	Other
000392100800012	Food science	NO	1603	Norwegian Research Council	Public	NO
000302051100053	Energy	NO	667	EU	Public	Supranational
000350154300001	Food science	NO	1482	National Science Foundation (NSF), USA	Public	Other
000275027200074	Energy	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000275027200074	Energy	NO	1603	Norwegian Research Council	Public	NO
000326823000006	Food science	NO	1603	Norwegian Research Council	Public	NO
000366767800001	Food science	NO	667	EU	Public	Supranational
000362667800002	Food science	NO	667	EU	Public	Supranational
000362667800002	Food science	NO	1603	Norwegian Research Council	Public	NO
000284548300031	Food science	NO	969	Innovation Norway	Public	NO
000360094900002	Food science	NO	1603	Norwegian Research Council	Public	NO
000285305100005	Food science	NO	1990	Technical University of Denmark	University	DK
000285305100005	Food science	NO	1603	Norwegian Research Council	Public	NO
000285305100005	Food science	NO	1844	Scanvacc A/S	Private	NA
000363590400008	Food science	NO	1957	Swedish research council	Public	Other
000362963600001	Energy	NO	123	Austrian Government	Public	Other
000362963600001	Energy	NO	667	EU	Public	Supranational
000275817800006	Food science	NO	1603	Norwegian Research Council	Public	NO
000336117000008	Food science	NO	1603	Norwegian Research Council	Public	NO
000424939200023	Energy	NO	862	Green Development and Demonstration Program	Public	DK
000424939200023	Energy	NO	968	Innovation Fund Denmark	Public	DK
000352050100018	Food science	NO	1603	Norwegian Research Council	Public	NO
000324658700009	Energy	NO	1603	Norwegian Research Council	Public	NO
000292491400005	Food science	NO	1558	Nortura, Norway	Private	NO
000292491400005	Food science	NO	1603	Norwegian Research Council	Public	NO
000318437200018	Energy	NO	1603	Norwegian Research Council	Public	NO
000325443500065	Energy	NO	2377	Worldbank	Non-profit	NA
000425017500003	Food science	NO	118	Australian Research Council	Public	Other
000349059800012	Food science	NO	593	EEA	Public	Supranational
000349059800012	Food science	NO	686	FCT - Foundation for Science and Technology	Public	Other
000349059800012	Food science	NO	1482	National Science Foundation (NSF), USA	Public	Other
000349059800012	Food science	NO	667	EU	Public	Supranational
000349059800012	Food science	NO	1700	Portugese regions	Public	NA
000292314200004	Food science	NO	1603	Norwegian Research Council	Public	NO
000320248500022	Energy	NO	52	Aker Solutions	Private	NO
000320248500022	Energy	NO	552	E.ON	Private	Other
000320248500022	Energy	NO	613	ELKEM	Private	NO
000320248500022	Energy	NO	930	Hydro	Private	NO
000320248500022	Energy	NO	1603	Norwegian Research Council	Public	NO
000287146900001	Food science	NO	90	ANR (France)	Public	Other
000287146900001	Food science	NO	667	EU	Public	Supranational
000324722200001	Energy	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000324722200001	Energy	NO	1675	PETROBRAS	NA	Other
000324722200001	Energy	NO	1603	Norwegian Research Council	Public	NO
000324722200001	Energy	NO	1879	Shell	Private	NL
000324722200001	Energy	NO	1929	Statoil	Private	NO
000324722200001	Energy	NO	2117	TOTAL	Private	Other
000308068700042	Energy	NO	667	EU	Public	Supranational
000308068700042	Energy	NO	1603	Norwegian Research Council	Public	NO
000340338800005	Energy	NO	1603	Norwegian Research Council	Public	NO
000413131700002	Energy	NO	465	Department of Science and Technology (DST), India	Public	Other
000365591200018	Energy	NO	667	EU	Public	Supranational
000347497800012	Energy	NO	52	Aker Solutions	Private	NO
000347497800012	Energy	NO	1603	Norwegian Research Council	Public	NO
000411731800031	Energy	NO	1603	Norwegian Research Council	Public	NO
000402497800001	Energy	NO	1603	Norwegian Research Council	Public	NO
000316589300014	Food science	NO	1647	Orion-Farmos Research Foundation	NA	NA
000316589300014	Food science	NO	1603	Norwegian Research Council	Public	NO
000353100900004	Energy	NO	647	Environmental Protection Agency Ireland	Public	NA
000442436100018	Energy	NO	667	EU	Public	Supranational
000266636500001	Food science	NO	1631	OECD	NA	Other
000440801200010	Food science	NO	1603	Norwegian Research Council	Public	NO
000450379700008	Food science	NO	1603	Norwegian Research Council	Public	NO
000450379700008	Food science	NO	1948	Swedish Farmers' Foundation for Agricultural Research (SLF)	Private	Other
000366538300010	Food science	NO	802	Generalitat de Catalunya	Public	Other
000366538300010	Food science	NO	1339	MICINN	Public	Other
000366538300010	Food science	NO	223	Catalonia Government (Spain)	Public	Other
000314743600047	Food science	NO	1603	Norwegian Research Council	Public	NO
000396900900002	Energy	NO	464	Department of Science and Technology (DST) in South Africa	NA	Other
000396900900002	Energy	NO	667	EU	Public	Supranational
000396900900002	Energy	NO	1470	National Research Foundation (NRF), South Africa	NA	Other
000396900900002	Energy	NO	1907	South African National Research Foundation	NA	Other
000366223800030	Food science	NO	1603	Norwegian Research Council	Public	NO
000323621400003	Food science	NO	135	Bama Gruppen AS	Private	NA
000323621400003	Food science	NO	287	Coop	NA	NA
000323621400003	Food science	NO	1603	Norwegian Research Council	Public	NO
000323621400003	Food science	NO	2306	Utrecht University	University	NL
000341815400006	Food science	NO	1603	Norwegian Research Council	Public	NO
000441855100006	Energy	NO	667	EU	Public	Supranational
000441855100006	Energy	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000441855100006	Energy	NO	1603	Norwegian Research Council	Public	NO
000346703800026	Energy	NO	950	IMEC	NA	NA
000346703800026	Energy	NO	667	EU	Public	Supranational
000346703800026	Energy	NO	1213	KU Leuven	Public	Other
000269537800002	Food science	NO	1603	Norwegian Research Council	Public	NO
000267677300011	Energy	NO	1603	Norwegian Research Council	Public	NO
000402599800001	Food science	NO	166	Bergen Research Foundation	Public	NO
000402599800001	Food science	NO	1603	Norwegian Research Council	Public	NO
000402599800001	Food science	NO	2211	University of Bergen	University	NO
000289613500052	Food science	NO	940	Icelandic Center for Research (RANNIS)	Public	Other
000411533000039	Food science	NO	715	Finnish Ministry of Agriculture	Public	Other
000411533000039	Food science	NO	1603	Norwegian Research Council	Public	NO
000320227500002	Food science	NO	1603	Norwegian Research Council	Public	NO
000334828500020	Energy	NO	1480	National Science Center in Poland	Public	Other
000334828500020	Energy	NO	1603	Norwegian Research Council	Public	NO
000293323700004	Food science	NO	1603	Norwegian Research Council	Public	NO
000360189000026	Food science	NO	2016	Tereos Syral, France	NA	NA
000367407000096	Food science	NO	667	EU	Public	Supranational
000367407000096	Food science	NO	450	Department for Envrionment, Food and Rural Affairs (DEFRA), UK	Public	Other
000367407000096	Food science	NO	660	Estonian Ministry of Education and Research	Public	Other
000367407000096	Food science	NO	774	French project EMIBIOS (FRB)	NA	NA
000367407000096	Food science	NO	1014	IOC	NA	NA
000367407000096	Food science	NO	981	Institute of Marine Research	Public	NO
000367407000096	Food science	NO	1589	Norwegian Institute of Marine Research	Public	NO
000367407000096	Food science	NO	2166	UK Natural Environment Research Council	Public	Other
000367407000096	Food science	NO	843	Gordon and Betty Moore Foundation	NA	Other
000367407000096	Food science	NO	1557	Northwest Fisheries Science Center	NA	Other
000367407000096	Food science	NO	1906	South African Department of Science and Technology (DST)	NA	Other
000367407000096	Food science	NO	1913	Spanish government	Public	Other
000453874900019	Food science	NO	90	ANR (France)	Public	Other
000453874900019	Food science	NO	27	Agence Nationale de la Recherche	Public	Other
000453874900019	Food science	NO	827	German Research Foundation	Public	Other
000453874900019	Food science	NO	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000453874900019	Food science	NO	775	French regions	Public	Other
000453874900019	Food science	NO	1603	Norwegian Research Council	Public	NO
000366947400042	Energy	NO	224	CATO programme	Public	NL
000366947400042	Energy	NO	523	Dutch Ministry of Economic Affairs	Public	NL
000267398200011	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000209442800009	Energy	NO	667	EU	Public	Supranational
000209442800009	Energy	NO	1603	Norwegian Research Council	Public	NO
000415368600003	Food science	NO	1603	Norwegian Research Council	Public	NO
000268018700004	Food science	NO	1603	Norwegian Research Council	Public	NO
000336338600006	Energy	NO	1450	National Basic Research Program of China	Public	Other
000336338600006	Energy	NO	1459	National High Technology Research and Development Program of China	Public	Other
000336036600007	Food science	NO	1563	Norwegian Agency for Development Cooperation (NORAD)	Public	NO
000336036600007	Food science	NO	2211	University of Bergen	University	NO
000431062200008	Food science	NO	1603	Norwegian Research Council	Public	NO
000277240300024	Food science	NO	981	Institute of Marine Research	Public	NO
000277240300024	Food science	NO	2211	University of Bergen	University	NO
000276523200023	Energy	NO	1603	Norwegian Research Council	Public	NO
000419000200027	Energy	NO	1927	Statkraft	Private	NO
000389241700025	Food science	NO	667	EU	Public	Supranational
000323530900037	Energy	NO	1603	Norwegian Research Council	Public	NO
000330309400002	Food science	NO	1603	Norwegian Research Council	Public	NO
000381748800022	Energy	NO	137	BASF Construction Chemicals	Private	Other
000381748800022	Energy	NO	179	BioOils	Private	Other
000381748800022	Energy	NO	227	Cellulac	Private	Other
000381748800022	Energy	NO	494	DSM Food Specialities, the Netherlands	Private	NL
000381748800022	Energy	NO	492	Drie Wilgen Development	Private	NL
000381748800022	Energy	NO	523	Dutch Ministry of Economic Affairs	Public	NL
000381748800022	Energy	NO	2040	the Dutch Ministry of Economic Affairs, Agriculture and Innovation	Public	NL
000381748800022	Energy	NO	677	Exxon Mobil	Private	Other
000381748800022	Energy	NO	798	GEA Westfalia Separator	Private	DK
000381748800022	Energy	NO	890	Helia Development LLC	Private	Other
000381748800022	Energy	NO	1491	Neste Oil	Private	Other
000381748800022	Energy	NO	1525	Nijhuis Industries	Private	NL
000381748800022	Energy	NO	1667	Paques B.V.	Private	NL
000381748800022	Energy	NO	1733	Province of Gelderland	Public	NL
000381748800022	Energy	NO	1740	Proviron	Private	NL
000381748800022	Energy	NO	1805	Roquette	Private	Other
000381748800022	Energy	NO	1826	SABIC	Private	Other
000381748800022	Energy	NO	1882	Simris Alg	Private	Other
000381748800022	Energy	NO	1939	Staatsolie	Private	NL
000381748800022	Energy	NO	1965	Synthetic Genomics	Private	Other
000381748800022	Energy	NO	2117	TOTAL	Private	Other
000381748800022	Energy	NO	2171	Unilever	Private	Other
000431474400013	Food science	NO	1603	Norwegian Research Council	Public	NO
000390137700005	Food science	NO	1609	Norwegian University of Life Sciences	University	NO
000390137700005	Food science	NO	667	EU	Public	Supranational
000360590200012	Energy	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000360590200012	Energy	NO	1603	Norwegian Research Council	Public	NO
000319089600006	Energy	NO	1603	Norwegian Research Council	Public	NO
000383348700015	Food science	NO	1603	Norwegian Research Council	Public	NO
000391279300014	Food science	NO	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000391279300014	Food science	NO	1990	Technical University of Denmark	University	DK
000391279300014	Food science	NO	291	Copenhagen University	University	DK
000276639800022	Food science	NO	217	Carl Tryggers Foundation	NA	Other
000276639800022	Food science	NO	889	Helge Ax:son Johnson foundation	NA	NA
000276639800022	Food science	NO	1229	Lagersberg foundation	NA	NA
000276639800022	Food science	NO	1957	Swedish research council	Public	Other
000314055100003	Food science	NO	1609	Norwegian University of Life Sciences	University	NO
000314055100003	Food science	NO	1603	Norwegian Research Council	Public	NO
000324511700029	Food science	NO	940	Icelandic Center for Research (RANNIS)	Public	Other
000324511700029	Food science	NO	2233	University of Iceland	University	Other
000270669700009	Food science	NO	667	EU	Public	Supranational
000307600700051	Energy	NO	596	EFD Induction	NA	NA
000307600700051	Energy	NO	1929	Statoil	Private	NO
000307600700051	Energy	NO	1992	Technip FMC	NA	NA
000307600700051	Energy	NO	1603	Norwegian Research Council	Public	NO
000349898400002	Food science	NO	996	International Foundation for Science (IFS)	Non-profit	Other
000349898400002	Food science	NO	1598	Norwegian Program for Development Research and Education project (NUFU)	NA	NO
000349898400002	Food science	NO	1608	Norwegian State Educational Loan Fund	NA	NO
000292226600012	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000292226600012	Food science	NO	1603	Norwegian Research Council	Public	NO
000280664500002	Food science	NO	1680	PHARMAQ AS	NA	NA
000320899300014	Food science	NO	41	Agriculture and Agri-Food Canada	Public	Other
000320899300014	Food science	NO	1443	"NA"	NA	Other
000290426900054	Energy	NO	1603	Norwegian Research Council	Public	NO
000320819000003	Food science	NO	481	Directorate for Nature Management	NA	NO
000373625500097	Energy	NO	574	EcoManage	NA	NA
000373625500097	Energy	NO	1603	Norwegian Research Council	Public	NO
000350394600003	Food science	NO	2282	University of Tromso	University	NO
000323648700005	Food science	NO	1603	Norwegian Research Council	Public	NO
000362558500004	Energy	NO	819	German Federal Ministry of Education and Research (BMBF)	Public	Other
000362558500004	Energy	NO	822	German Federal Ministry of Research and Technology	Public	Other
000362558500004	Energy	NO	827	German Research Foundation	Public	Other
000362558500004	Energy	NO	1408	Ministry of Science and Technology of China	Public	Other
000332484000039	Energy	NO	1603	Norwegian Research Council	Public	NO
000364605400008	Energy	NO	1603	Norwegian Research Council	Public	NO
000405502400080	Energy	NO	1470	National Research Foundation (NRF), South Africa	NA	Other
000405502400080	Energy	NO	1603	Norwegian Research Council	Public	NO
000383811000124	Energy	NO	2305	UTP	NA	NA
000341084900015	Food science	NO	1603	Norwegian Research Council	Public	NO
000441299700001	Food science	NO	1193	Korea Maritime and Ocean University	University	NA
000441299700001	Food science	NO	1471	National Research Foundation of Korea	Public	Other
000441299700001	Food science	NO	2256	University of Oslo	University	NO
000281985000003	Energy	NO	1603	Norwegian Research Council	Public	NO
000274500000027	Energy	NO	199	Business and Management Research Fund in Mid-Norway	NA	NA
000274500000027	Energy	NO	1611	Norwegian Water Resources and Energy Directorate	Public	NO
000448273100014	Food science	NO	843	Gordon and Betty Moore Foundation	NA	Other
000402090300117	Energy	NO	1603	Norwegian Research Council	Public	NO
000267089600026	Energy	NO	667	EU	Public	Supranational
000267089600026	Energy	NO	1603	Norwegian Research Council	Public	NO
000280659600016	Food science	NO	1262	Lingalaks	NA	NA
000280659600016	Food science	NO	1604	Norwegian School of Veterinary Science	Public	NO
000308351100007	Food science	NO	1603	Norwegian Research Council	Public	NO
000361911200020	Energy	NO	1892	SINTEF, Norway	Non-profit	NO
000361911200020	Energy	NO	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000361911200020	Energy	NO	1603	Norwegian Research Council	Public	NO
000360915800016	Energy	NO	1374	Ministry of Education of China	Public	Other
000360915800016	Energy	NO	1613	Not enough information	NA	Other
000360915800016	Energy	NO	1450	National Basic Research Program of China	Public	Other
000360915800016	Energy	NO	1464	National natural science foundation of China	Public	Other
000425530800026	Energy	NO	337	Danish Agency for Science, Technology and Innovation	Public	DK
000425530800026	Energy	NO	2152	U.S. Department of Energy	Public	Other
000425530800026	Energy	NO	1603	Norwegian Research Council	Public	NO
000328854300001	Food science	NO	1603	Norwegian Research Council	Public	NO
000280514200008	Energy	NO	1603	Norwegian Research Council	Public	NO
000302317800022	Food science	NO	1603	Norwegian Research Council	Public	NO
000430758700013	Energy	NO	1603	Norwegian Research Council	Public	NO
000346191300015	Food science	NO	1595	Norwegian Ministry of Fisheries and Coastal Affairs	Public	NO
000293049000004	Food science	NO	1913	Spanish government	Public	Other
000293049000004	Food science	NO	2211	University of Bergen	University	NO
000457156900002	Energy	NO	1603	Norwegian Research Council	Public	NO
000413199800005	Food science	NO	667	EU	Public	Supranational
000413199800005	Food science	NO	1467	National Processed Raspberry Council, US	NA	NA
000413199800005	Food science	NO	1858	Scottish Government	Public	Other
000332470000049	Energy	NO	1603	Norwegian Research Council	Public	NO
000342880200035	Energy	NO	1603	Norwegian Research Council	Public	NO
000356585100024	Food science	NO	1114	Karlstad University	University	Other
000363450500001	Food science	NO	1603	Norwegian Research Council	Public	NO
000329431700064	Food science	NO	2282	University of Tromso	University	NO
000329431700064	Food science	NO	1603	Norwegian Research Council	Public	NO
000329431700064	Food science	NO	1900	Social Science and Humanities Research Council (SSHRC) of Canada	Public	Other
000267158400002	Food science	NO	1059	Japan Society for the Promotion of Science	Public	Other
000403459800010	Food science	NO	251	Chinese Academy of Sciences	Public	Other
000403459800010	Food science	NO	1464	National natural science foundation of China	Public	Other
000403459800010	Food science	NO	1603	Norwegian Research Council	Public	NO
000414576100007	Food science	NO	1575	Norwegian Environment Agency	Public	NO
000414576100007	Food science	NO	1586	Norwegian Institute for Nature Research	Public	NO
000390735200075	Food science	NO	1482	National Science Foundation (NSF), USA	Public	Other
000390735200075	Food science	NO	1464	National natural science foundation of China	Public	Other
000298411300026	Energy	NO	1603	Norwegian Research Council	Public	NO
000406305900031	Energy	NO	759	Foundation for Science and Technology (Portugal)	NA	Other
000406305900031	Energy	NO	1913	Spanish government	Public	Other
000304117000011	Food science	NO	1603	Norwegian Research Council	Public	NO
000314153200021	Energy	NO	1207	KRAV	NA	NA
000403358800009	Energy	NO	1603	Norwegian Research Council	Public	NO
000417078200005	Energy	NO	667	EU	Public	Supranational
000411731800043	Energy	NO	667	EU	Public	Supranational
000411731800043	Energy	NO	1603	Norwegian Research Council	Public	NO
000411731800043	Energy	NO	2211	University of Bergen	University	NO
000288630200014	Food science	NO	35	Agricultural Agreement Research Fund	Public	NO
000288630200014	Food science	NO	757	Foundation for Research Levy on Agricultural Products	Public	NO
000288630200014	Food science	NO	969	Innovation Norway	Public	NO
000288630200014	Food science	NO	974	Institute for Agricultural and Environmental Research	NA	NA
000288630200014	Food science	NO	1530	Nofima AS	Private	NO
000288630200014	Food science	NO	1603	Norwegian Research Council	Public	NO
000407410100027	Food science	NO	1529	Nofima	NA	NA
000407410100027	Food science	NO	1601	Norwegian regions	Public	NO
000414648700044	Energy	NO	1603	Norwegian Research Council	Public	NO
000414648700044	Energy	NO	1443	"NA"	NA	Other
000414648700044	Energy	NO	969	Innovation Norway	Public	NO
000414648700044	Energy	NO	1564	Norwegian Agricultural Authority	Public	NO
000414648700044	Energy	NO	1911	South-Eastern Regional Health Authority	NA	NA
000348058500027	Energy	NO	667	EU	Public	Supranational
000343210300048	Food science	NO	1603	Norwegian Research Council	Public	NO
000269953100022	Food science	NO	1903	Sokoine University	University	NA
000442973100036	Energy	NO	667	EU	Public	Supranational
000326851400025	Energy	NO	1603	Norwegian Research Council	Public	NO
000273867900013	Food science	NO	1603	Norwegian Research Council	Public	NO
000366873500004	Energy	NO	1618	NOAA	Public	Other
000366873500004	Energy	NO	1603	Norwegian Research Council	Public	NO
000366873500004	Energy	NO	1823	Russian Foundation for Basic Research (RFBR)	Public	Other
000366873500004	Energy	NO	1482	National Science Foundation (NSF), USA	Public	Other
000344437200006	Energy	NO	1603	Norwegian Research Council	Public	NO
000344437200006	Energy	NO	1765	Reiner-Lemoine Foundation	NA	NA
000335610300006	Energy	NO	1603	Norwegian Research Council	Public	NO
000431140900001	Food science	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000440602300001	Energy	NO	194	British Council	NA	Other
000440602300001	Energy	NO	465	Department of Science and Technology (DST), India	Public	Other
000440602300001	Energy	NO	1322	M-ERA.net project	NA	NA
000440602300001	Energy	NO	1603	Norwegian Research Council	Public	NO
000357952700003	Energy	NO	1927	Statkraft	Private	NO
000340986900018	Food science	NO	667	EU	Public	Supranational
000414879500023	Energy	NO	1603	Norwegian Research Council	Public	NO
000414879500023	Energy	NO	1927	Statkraft	Private	NO
000299065400011	Food science	NO	1603	Norwegian Research Council	Public	NO
000279298400010	Food science	NO	1603	Norwegian Research Council	Public	NO
000448559400380	Energy	NO	667	EU	Public	Supranational
000448559400380	Energy	NO	1603	Norwegian Research Council	Public	NO
000448559400380	Energy	NO	11	Academy of Finland	Public	Other
000320357800009	Food science	NO	1603	Norwegian Research Council	Public	NO
000306280000008	Energy	NO	1603	Norwegian Research Council	Public	NO
000275454900008	Food science	NO	667	EU	Public	Supranational
000275454900008	Food science	NO	1898	Slovenian Research Agency (ARRS)	Public	Other
000363915900010	Energy	NO	1603	Norwegian Research Council	Public	NO
000269561000037	Energy	NO	667	EU	Public	Supranational
000274291300001	Energy	NO	24	AF Gruppen	NA	NA
000274291300001	Energy	NO	831	Glava	NA	NA
000274291300001	Energy	NO	927	Hunton Fiber as	NA	NA
000274291300001	Energy	NO	944	Icopal	NA	NA
000274291300001	Energy	NO	1032	Isola	NA	NA
000274291300001	Energy	NO	1053	Jackon	NA	NA
000274291300001	Energy	NO	1426	Moelven ByggModul	NA	NA
000274291300001	Energy	NO	1757	Ramboll	Private	NA
000274291300001	Energy	NO	1603	Norwegian Research Council	Public	NO
000274291300001	Energy	NO	1893	Skanska	NA	NA
000274291300001	Energy	NO	1574	Norwegian Directorate of Public Construction and Property	NA	NA
000274291300001	Energy	NO	1970	Takprodusentenes forskningsgruppe	NA	NA
000274291300001	Energy	NO	1306	maxit	NA	NA
000267974500007	Energy	NO	1603	Norwegian Research Council	Public	NO
000418244000002	Energy	NO	1603	Norwegian Research Council	Public	NO
000418244000002	Energy	NO	1913	Spanish government	Public	Other
000342978600010	Food science	NO	667	EU	Public	Supranational
000297147500012	Food science	NO	1482	National Science Foundation (NSF), USA	Public	Other
000424397600078	Energy	NO	629	Energy Norway	NA	NA
000424397600078	Energy	NO	1609	Norwegian University of Life Sciences	University	NO
000424397600078	Energy	NO	1603	Norwegian Research Council	Public	NO
000282274800011	Energy	NO	1603	Norwegian Research Council	Public	NO
000282274800011	Energy	NO	1929	Statoil	Private	NO
000343011700028	Food science	NO	230	Center for Stock Assessment Research (CSTAR)	Public	Other
000343011700028	Food science	NO	667	EU	Public	Supranational
000343011700028	Food science	NO	2216	University of California	University	Other
000378538200003	Energy	NO	1603	Norwegian Research Council	Public	NO
000437277400011	Food science	NO	251	Chinese Academy of Sciences	Public	Other
000437277400011	Food science	NO	246	Chinese government	Public	Other
000437277400011	Food science	NO	3002	EU - ERC	Public	Supranational
000437277400011	Food science	NO	1059	Japan Society for the Promotion of Science	Public	Other
000437277400011	Food science	NO	1618	NOAA	Public	Other
000437277400011	Food science	NO	1463	National Key R&D Program of China	Public	Other
000437277400011	Food science	NO	1482	National Science Foundation (NSF), USA	Public	Other
000437277400011	Food science	NO	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000437277400011	Food science	NO	1962	Swiss National Science Foundation	Public	Other
000374288300025	Energy	NO	1771	RenewableNepal	NA	NA
000342529400051	Food science	NO	1603	Norwegian Research Council	Public	NO
000376603600011	Food science	NO	667	EU	Public	Supranational
000378415900009	Food science	NO	182	Biotechnology and Biological Sciences Research Council (BBSRC)	Public	Other
000378415900009	Food science	NO	667	EU	Public	Supranational
000378415900009	Food science	NO	2166	UK Natural Environment Research Council	Public	Other
000378415900009	Food science	NO	2202	University of Aberdeen	University	Other
000312376600008	Food science	NO	1595	Norwegian Ministry of Fisheries and Coastal Affairs	Public	NO
000312376600008	Food science	NO	1603	Norwegian Research Council	Public	NO
000296483300014	Energy	NO	667	EU	Public	Supranational
000296483300014	Energy	NO	1603	Norwegian Research Council	Public	NO
000311203700001	Food science	NO	1598	Norwegian Program for Development Research and Education project (NUFU)	NA	NO
000418128400038	Energy	NO	1464	National natural science foundation of China	Public	Other
000418128400038	Energy	NO	1603	Norwegian Research Council	Public	NO
000418128400038	Energy	NO	246	Chinese government	Public	Other
000445358100017	Food science	NO	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000445358100017	Food science	NO	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000445358100017	Food science	NO	1542	Nordland County	Public	NA
000445358100017	Food science	NO	1575	Norwegian Environment Agency	Public	NO
000441897200043	Energy	NO	667	EU	Public	Supranational
000441897200043	Energy	NO	1603	Norwegian Research Council	Public	NO
000294167800008	Food science	NO	667	EU	Public	Supranational
000342844100007	Energy	NO	604	Eidgenössische Technische Hochschule Zürich (ETH)	NA	Other
000390071200015	Food science	NO	1603	Norwegian Research Council	Public	NO
